x, y dims for both T and DP
          14        2154
min interval, smoothing pts, hour avg interval
       3      21       1
 
Temperature Standard Deviations
    year   month     day    hour       1       2       3       4       5       6       7       8       9      10
      13       7       8      19    0.12    0.14    0.13    0.14    0.19    0.25    0.26    0.27    0.20    0.27
      13       7       8      20    0.39    0.58    0.49    0.37    0.55    0.61    0.57    0.80    0.82    0.79
      13       7       8      21    0.31    0.34    0.37    0.32    0.31    0.23    0.47    0.53    0.45    0.52
      13       7       8      22    0.37    0.35    0.22    0.22    0.14    0.15    0.50    0.10    0.17    0.09
      13       7       8      23    0.11    0.10    0.17    0.26    0.20    0.18    0.35    0.16    0.07    0.13
      13       7       9       0    0.05    0.04    0.09    0.11    0.11    0.08    0.06    0.06    0.07    0.10
      13       7       9       1    0.06    0.05    0.09    0.07    0.07    0.07    0.04    0.06    0.08    0.07
      13       7       9       2    0.09    0.05    0.07    0.09    0.09    0.06    0.18    0.03    0.04    0.05
      13       7       9       3    0.05    0.04    0.07    0.07    0.04    0.05    0.22    0.05    0.05    0.05
      13       7       9       4    0.06    0.04    0.08    0.13    0.04    0.04    0.14    0.05    0.04    0.06
      13       7       9       5    0.09    0.09    0.11    0.18    0.07    0.07    0.08    0.04    0.04    0.04
      13       7       9       6    0.08    0.08    0.09    0.12    0.07    0.07    0.07    0.06    0.09    0.15
      13       7       9       7    0.18    0.23    0.12    0.19    0.12    0.12    0.18    0.06    0.12    0.13
      13       7       9       8    0.10    0.17    0.13    0.15    0.12    0.11    0.20    0.08    0.14    0.12
      13       7       9       9    0.16    0.08    0.27    0.16    0.13    0.09    0.27    0.09    0.15    0.10
      13       7       9      10    0.11    0.12    0.12    0.17    0.14    0.13    0.35    0.16    0.18    0.17
      13       7       9      11    0.13    0.07    0.16    0.15    0.15    0.11    0.33    0.18    0.16    0.19
      13       7       9      12    0.11    0.10    0.15    0.23    0.16    0.17    0.31    0.13    0.19    0.17
      13       7       9      13    0.11    0.08    0.17    0.21    0.18    0.12    0.30    0.15    0.23    0.15
      13       7       9      14    0.17    0.09    0.20    0.21    0.30    0.26    0.23    0.50    0.31    0.21
      13       7       9      15    0.21    0.11    0.25    0.35    0.17    0.32    0.26    0.24    0.24    0.18
      13       7       9      16    0.22    0.16    0.18    0.57    0.48    0.36    0.45    0.33    0.51    0.28
      13       7       9      17    0.33    0.26    0.26    0.75    0.76    0.81    1.01    0.31    0.40    0.29
      13       7       9      18    0.28    0.34    0.39    0.36    0.27    0.24    1.05    0.30    0.24    0.44
      13       7       9      19    0.48    0.61    0.69    0.59    0.51    0.73    1.05    0.23    0.37    0.34
      13       7       9      20    0.27    0.35    0.26    0.49    0.23    0.34    0.33    0.37    0.38    0.32
      13       7       9      21    0.33    0.34    0.32    0.34    0.43    0.45    0.56    0.43    0.54    0.20
      13       7       9      22    0.12    0.19    0.16    0.18    0.17    0.24    0.56    0.21    0.19    0.07
      13       7       9      23    0.10    0.09    0.08    0.15    0.14    0.09    0.45    0.12    0.12    0.13
      13       7      10       0    0.10    0.06    0.06    0.14    0.09    0.08    0.34    0.06    0.05    0.08
      13       7      10       1    0.13    0.27    0.06    0.26    0.17    0.08    0.10    0.16    0.18    0.13
      13       7      10       2    0.12    0.16    0.07    0.10    0.17    0.08    0.10    0.10    0.08    0.13
      13       7      10       3    0.15    0.18    0.21    0.14    0.14    0.16    0.18    0.09    0.13    0.13
      13       7      10       4    0.05    0.08    0.07    0.09    0.09    0.16    0.11    0.06    0.08    0.06
      13       7      10       5    0.05    0.08    0.07    0.06    0.05    0.06    0.06    0.05    0.03    0.05
      13       7      10       6    0.06    0.06    0.06    0.07    0.07    0.05    0.08    0.04    0.12    0.12
      13       7      10       7    0.08    0.09    0.08    0.07    0.13    0.09    0.07    0.03    0.06    0.07
      13       7      10       8    0.08    0.05    0.09    0.11    0.11    0.07    0.07    0.08    0.06    0.07
      13       7      10       9    0.08    0.06    0.08    0.11    0.10    0.07    0.09    0.07    0.07    0.11
      13       7      10      10    0.12    0.09    0.15    0.10    0.09    0.07    0.11    0.08    0.07    0.11
      13       7      10      11    0.12    0.08    0.22    0.14    0.14    0.11    0.11    0.10    0.10    0.10
      13       7      10      12    0.10    0.06    0.11    0.14    0.08    0.12    0.13    0.12    0.11    0.13
      13       7      10      13    0.42    0.30    0.30    0.32    0.33    0.08    0.15    0.15    0.06    0.11
      13       7      10      14    0.34    0.16    0.18    0.22    0.18    0.25    0.24    0.43    0.24    0.24
      13       7      10      15    0.35    0.32    0.26    0.34    0.33    0.37    0.37    0.42    0.47    0.44
      13       7      10      16    0.17    0.11    0.18    0.21    0.14    0.13    0.14    0.14    0.20    0.19
      13       7      10      17    0.19    0.12    0.09    0.10    0.15    0.20    0.34    0.13    0.18    0.20
      13       7      10      18    0.14    0.10    0.08    0.17    0.20    0.30    0.19    0.13    0.15    0.13
      13       7      10      19    0.23    0.23    0.26    0.22    0.17    0.29    0.21    0.15    0.24    0.19
      13       7      10      20    0.08    0.03    0.06    0.10    0.14    0.15    0.13    0.16    0.20    0.17
      13       7      10      21    0.07    0.05    0.06    0.10    0.05    0.05    0.04    0.04    0.05    0.04
